INVOICE_NO,ITEM_ID
316073077,"14273746,15206978"
W016078726,14270861
W016074257,3758602
306070706,14765887
216072538,666430
216071714,70057
CX47345579,142959
316072559,15156971
216070237,14838118
CX47346056,8208588
316076503,"138455,150057,151541"
CX47348313,15553960
O516070420,761488
316071342,2230840
W016077170,2999070
316078865,3370749
216070732,126564
216074916,"112074,11287587,12686591,132648,132767,132824,14564242,14725976,2362014,2363017,3721894"
2316070388,15188970
2316071795,14844865
216072489,4561587
W016071540,2208227
W016071244,3154455
316070917,"10521588,14760944"
316072461,"2886076,2897070,851,903,904,905"
316076811,"141149,141618"
306070166,"10501591,15166011"
216072669,11444587
CX47346101,"15151325,15224993,15338003,15351149,15351150,15375973,15400114,15571989,15597973"
W016075542,118379
5416070177,15280990
306071143,14683790
316077883,15141147
1616071536/88761849,"14925917,14935881,14982988,15151177,15225124,15242090,15313288,15489018,15587037,15589174,15653962"
CX47348535,"131438,3326157"
216073278,"11158587,137792,141764,149674,150002,150169,150632,15260143,15318112,3321334,3415366,3415378,3417560,3830592"
6A01600568,14845991
CX48011811,2205560
316072925,14847980
W016078420,7619587
316074913,130027
CX48010701,3242084
216075747,14421724
W016073223,3366229
1616070009/79213641,"14809864,14810112"
1916070136,15194056
306071602,"133024,133405,133624"
316077726,14789376
W016071263,148605
216072070,132548
W016070389,"14748078,14939988,15405000"
316076770,3321382
316072963,14436753
216070253,"124165,126383,126385,126516,126538,126544,126569,3097086,3277874"
6A01600643,"14782215,14988891"
1616070887/88761431,"15078912,15240983,15372066"
P516070034,15058972
306071951,15230124
W016073684,3249505
316075289,15241024
306070363,3318366
W016077886,3317868
W016073830,14933992
216072549,3305167
2316070996,3316310
W016078813,2242362
616070184,"1000,1010,1030,1034,14939972,3199260,3237530,3252319,3324927,642,735,739"
D616070391,"2205447,2205573,2205849,2207978,2208400,2243861,3390141,3401415,4241594"
P516070035,"15051992,15189015,15280990"
616070670,"1221,1237,2262019"
O516070657,14881880
2316070083,8186587
CX47347750,"10478587,14924908,15205103,15561968,15636008"
1616071380/88761739,"14270748,15240983"
316071914,100016
216073078,2887079
1616070802/普00871194,15228082
CX47348372,15015921
W016074587,126742
316071668,3224068
W016078084,141309
2316071663,3241944
6821600343,15189014
216075654,"14566587,14566588,14787144,15156002,3185173"
1616070863/88761410,15569991
B516070337/01839306,2205903
B516070431,15006241
A716070247/17661976,"3184268,3336149"
3416070486,15283965
CX47345630,3222044
W016072777,"14511741,14968987,15192203,15205957,3420551"
1616071706/88764211,"14988989,15078912,15330987,15363007"
306071299,"14508783,14665748"
CX47347538,15225082
316071122,136171
316073586,5610587
CX47347555,"149750,3772098"
216070506,"14728067,3338470"
216073396,"1539787,3216989,3338607"
316077765,137477
316078048,"133769,14987893,3321873,4659587"
216071844,14923060
216074504,127496
316074981,"1007631,2054798,2148796"
316073800,87784
3416070215,"14766878,14767855,14846430,14866104,14988891,15058972,15189015,15280990,15288975,15288976"
616071026,2689015
306070235,"15220033,15220039"
316075651,2262020
316074937,3391641
A716070027/17830961,"23004,70449"
316074724,15271972
1616071504,"15245996,15245999,15436257,15436268,15471068,15547002,15547003,15570050"
2316072159,7705587
D616070607,"14511856,14511860"
216072443,"123219,3421356"
316071631,"143639,3189230,3190782"
316079170,3340067
316073667,"133245,88520"
316078561,14323726
1616070657/普00871189,14980182
W016071637,"3386874,88679"
O516070131,10727914
O516070201,1746
306071625,15016891
316072398,14901041
216075238,"140885,148741,149338,87142"
316070170,"1708,1754,1756,2206653,3188281,3383316,3385554,6043587,70448,77007,87318,87784,87794,88570"
316075316,"14752201,14752202,14760944"
216070819,15122023
316079273,2870068
316070475,"134573,134580"
CX47347031,88276
216076502,666430
CX48010533,14499877
316075203,134358
CX47346243,135866
316072619,8127587
1616070642/88761274,"14197589,15037958,15240983"
1616071478,15589013
2316071166,"135829,1697,70509"
2316070838,3368921
2316070000,3515600
216070169,3338184
316076120,"142981,143690,146898,3313286,3321335,3843303"
CX47345356,"3246898,3416680,70415"
316075544,"6686607,9278587"
316079578,129761
W016071172,136463
316074216,9693592
2316070298,3374515
D616070161,3248766
306070751,15067899
W016072112,2207397
316075788,7012590
1616070775/普00871192,14819946
316079234,8187591
306072078,70449
CX47348080,3222371
2316070149,3381069
W016075166,6971591
W016070258,"126594,6673589,9887587"
6D01600117,"15406993,15549964"
D616070307,15173958
CX47345415,134741
CX47348667,4502587
316073174,15056880
O516070735,3217088
O516070062,15505077
316070741,14852949
216077282,15017114
216073251,1754
W016075733,3207587
CX47347430,134995
316072934,"3423460,87141"
316072144,"13834590,3220345,3329232"
316075457,14762092
316071705,14710797
1616070925/88761464,"14921003,15046941,15352015,15452141"
W016079088,"14263595,14722900,14924156,14924191,14924987,14925264,14925266,14925946,3175141,3222143,3247949,6525592,70913,71642"
6871600672,"14929876,15280990,15336004,15336088"
6891601015,15334133
216073376,"14704450,3199203"
W016070508,"132715,15587966,3152116"
616070914,3312997
216076408,3345713
2316070513,1699
6I01600600,15401983
B516070026/01838458,2248074
A716070200/10930363,"1275737,136475,143630,143641,151107,3305162,3416708,3806954"
O516070190,135563
W016075026,14948877
W016070794,164062
216075898,3704622
306071958,"15102275,3385475"
W016074703,14750071
6821600346,15649001
216077495,"12020587,133353,133402,133624,133677,133772,133870,134483,134508,134856,134867,134870,135171,135440,135495,135503,135509,136121,14208676,14368826,14745863,14828601,14828603,14841101,14880868,14915918,15001977,15002790,15002793,15002794,15002797,15002813,15002819,15005970,15021864,1537793,1697,1698,217578,23004,232041,3186210,3196207,3244333,3244356,3244366,3249411,3249419,3249425,3249494,3249501,3249505,3249506,3249507,3249508,3328448,3328507,3328582,3335075,3335077,3336149,3344437,70126,70274,70448,70509,71568,761495,84027,87118,87120,881629,88411,88520,88622,88623,88675"
216076551,140944
316078212,70275
W016076367,15140151
306071820,14865890
6871600800,"15307088,15334102,15406993,15419008"
6891600950,15336088
A716070645/17830894,"15037947,15070926"
316077492,15204957
CX47346966,70057
W016075366,70589
2316072117,"135468,135935,139136,13997589,142948,2204881,228561,3208108,616415,70062,70509"
3416070292,15288976
CX47348086,2331017
6F01600235,"15419008,15549964"
316078574,3244599
316073456,"15345971,15403970"
CX47347893,15227147
W016071256,126693
CX47345710,14350724
A716070475/17830987,3389914
W016075092,70415
216070607,"125735,126991,129092,14813497"
D616070425,"13201587,13202587,14631724,3397897"
216071661,"14827643,14883067,15015894,15016618,7785591"
1616071145/88761557,"14871895,15640981"
216072793,"14819983,2825070,3206495,3321005"
O516070416,14696111
W016074321,3204325
216070075,3190445
316072164,5372590
W016073425,1747
216074059,131438
216072798,14208704
B516070494,14795872
216072850,"126165,126256,126597,592,598,70072"
CX47347610,14681870
W016070920,"14799298,15135044"
616070412,3381199
216073357,"14039589,5022588,70450,77029"
W016075567,150451
306071070,1344778
W016070453,"14386755,3200380"
W016075122,6971591
216074260,"15070867,3194198"
W016076959,135935
W016072114,"135818,88444"
316078683,14731963
W016071186,2205647
216076228,14741895
CX47347770,15071180
1616071191,"15436270,15471069,15570047"
316078650,"13214588,3215542,3322663,3365538,3400415,3403387,70378"
B516070209/01839026,13753590
W016075980,"2749085,3433043"
D616070377,2207976
W016074542,1987
O516070297,2901160
O516070400,"14812931,15575964"
2316071130,3328541
6841601107,4055593
216077033,"12948587,13079590,14687951,3124077,3223161,3308233,3432023,3807145"
3831600346,14790158
216076534,14863021
306070196,15313250
W016070592,227540
O516070550,142377
O516070314,128986
W016074852,3312988
216074635,14782163
216074486,"1047629,1095631,11494588,116450,117284,124014,137480,137501,137505,138207,138319,138323,139061,140476,141818,14210595,14217608,142996,143129,143187,14558753,14564220,14565274,14566115,14566758,14672953,14677844,14677900,14677958,14688920,14695769,14695843,14699051,14715461,14731982,14741891,14741995,14749871,14752343,14753983,14753986,14797217,14818324,14836122,148741,14882933,149092,149674,149987,149991,150001,150002,150043,150170,15238006,2070789,2089807,231320,2653018,3085086,3201502,3204458,3223014,3241944,3250322,3301633,3301839,3304843,3306666,3306788,3307260,3310482,3320398,3321824,3332555,3333282,3335753,3336613,3337685,3340169,3342693,3358317,3366642,3366643,3367942,3369343,3369811,3372494,3392450,3393701,3400611,3403234,3404725,3405328,3412227,3413226,3429164,3783159,3783391,3833588,5020591,6071587,6493606,6601587,6879587,70324,70333,88224,88231,9064594,9079590,9117587,94007"
CX48010596,"1083,3182380"
3416070148,"15283965,15550981"
316076260,3420697
216077998,3368404
D616070523,14512197
3416070214,"4231589,4775587"
W016072398,151377
216077434,3328646
W016073567,"10926588,14840983"
W016078423,3417268
1616071318,"15436268,15547003,15570051"
616070960,3379463
3416070358,"15288975,15317984"
216071679,15166132
6831600756,"15192057,15469965,15487025,15512018,15553979"
306070212,"2388023,3343747,3391689"
316071950,3249185
216074889,3220375
CX47347198,3245899
216073943,15376002
216074076,3340169
306071796,3392898
CX47346411,"14322735,3241218"
6841601027,15278977
216073704,3397665
1616070866/88761413,15631973
W016072955,88061
5416070146,14846430
1616071730,15589017
306070990,14721017
6G01600126,15461984
K516070260,15189014
W016077615,70415
CX47346534,"14488749,14551727"
CX47346784,12323587
W016077659,13633590
216071039,"14766011,14844865"
216075552,135817
306070440,143171
316072165,87865
6891600960,15278981
316070383,"13207592,5022588"
W016074906,15514977
W016070516,3320381
W016070143,3338488
6C01600248,"14790248,15336004"
216072841,70509
216074166,"15093966,15137219"
W016075948,3337943
W016072768,1537795
616070334,14925329
216074994,15373109
W016072432,"14689808,3326272,3432077"
W016074752,"12653589,14699024"
A716070123/17830625,3196180
316078032,14550844
316074406,"14729891,14782177,14809891,14850892"
K516070140,14782210
316070248,14988996
216071250,15213022
216075943,"12690588,14382753,14680760,14889891,3252293,3317108,3341419,71555"
216077136,"105137,126542,135344,1696,1746,26001,3250673,3338484,61,70128,70509,70511,87947"
316071230,14994003
W016075768,3249325
W016075155,15194966
6A01600628,15336004
W016073135,136203
O516070352,2072794
316070860,14856101
216070044,"125765,70072"
6A01600508,15589197
316071658,14680877
216075579,70450
216070030,3365029
306071416,"141263,142059,3297746"
316076944,15056880
CX48010523,3240864
CX47345702,87991
316073642,"14797166,14967196,14968945,14968948"
W016075612,"156065,193501"
W016070498,14712521
W016078234,"15240994,15242548,1634803"
W016076501,105110
W016076141,14925886
CX47348298,"3386786,4231589"
216075021,"130643,3246369"
W016078717,14916915
2316070349,3368985
6841600873,14790248
8316070003,"14564800,14564932,14565023,14565265,14887973,14940138,14998014,15056918,15065899,15065901,15065902,15071146,15073858"
P516070093,15288975
316076606,14787896
316079454,"133402,134857,5262593"
B516070303/14899976,"3379902,3381190,904,905"
216071213,11654587
W016070047,"3191384,3195173,3418641"
W016071470,14860892
216072509,15531996
B516070189/01838962,14660750
A716070591,15064913
616070629,3379225
O516070839,128972
O516070727,126109
W016073158,3219366
6881600301,15367960
316078710,134615
316079773,3421257
216071660,15336140
306071326,6064587
1616070237/79213750,"15351065,15455982"
216076555,"141491,14208601,14281745,14297734,142998,14678826,14766861,14786993,14863011,14863012,14863019,14863022,14863023,14863042,14863045,14863053,14863058,14863080,148744,14943870,15005906,2195798,3071101,3152151,3179307,3189383,3196320,3196360,3197270,3241842,3241844,3241979,3246626,3248286,3307931,3307938,3325320,3326978,3332723,3335676,3341315,3342403,3345342,3395228,3395230,3395231,3395249,3408343,4642595,4642602,4642611,4642621,5535589,8944592"
CX47347632,9337587
216071830,70449
1916070085,13161590
W016071315,3298637
A716070358/17830842,3309131
W016071961,3866239
1616071585/88761884,"14270748,15046030"
316074303,"136475,148816,70044,70327,88012"
316071610,14481749
216075594,70057
1616070888,15336249
316073763,122313
A716070206/10930369,49048
K516070181,15288976
216077358,"15482994,3318772"
W016071487,3179471
306071759,"3780596,3780610"
A716070412/17830642,"14199610,14905919"
CX47346556,"14428723,3338470,3393045,3402521"
W016070835,3249991
W016070127,14933992
O516070539,15129040
316078496,14621731
216076478,10568587
216073404,"14336740,15056957"
216075446,14930865
1616070564/88761185,15594966
W016071214,2206330
O516070319,125963
W016071776,14386755
W016070543,3402125
216078036,15221037
316071649,14894229
316078262,"15400092,15613962"
2316071979,"2207239,3076076,3175183,566388"
W016070622,"1103743,2207444,2913079,3200399,3218378"
CX48011825,3400488
316071196,5358587
W016076772,2205944
W016071737,3324746
5416070278,15141362
316074234,2496032
W016073533,3424474
216077534,15159957
316079232,"14827161,15301041"
CX47348231,"14243595,14844951,3420397,3423567,3434915,3750073,3783029,3842595,3843314"
316072921,"14621731,149850,3424417,3722175,5063595"
216072359,2788071
W016076469,148665
W016077871,1748
CX47348733,3283230
W016072001,"13779592,14794863"
CX47347379,14519744
216073578,14839896
216072985,126279
216077552,126638
316072881,4709595
1616070565/88761186,"15594966,15594969"
316072771,"125765,128997,1319782,3121075,5489594,70057,9192587"
W016076111,3312991
W016073922,1748
