216074178,"134,915,891,420,867,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2316070386,3783024
1616070898,"1,510,217,315,331,040"
306070473,172052
216071201,"11,201,590,329,693,300,000,000,000,000,000,000,000,000,000,000,000"
W016072491,4230606
W016072429,14804349
W016072310,133449
316074998,3333278
306072030,3143115
2316070040,"148,439,476,972,587"
2316070836,3368985
316074337,"12,303,712,323,212,400,000,000,000,000,000"
216073881,"33,228,753,337,297"
316072952,15434989
D616070074,"22,080,362,525,017"
W016073322,2207373
W016075359,14828309
6841600867,15404968
316074518,"13,335,314,336,740"
316074664,"14,762,160,147,838,700,000,000"
216074024,88444
W016075004,150118
A716070218,"13,573,914,831,890"
216076786,14863065
6861600393,15461984
316074045,"163,480,133,308,013,000,000"
O516070324,3321479
216073473,8929597
216070284,15067890
216071044,3186295
E216070032,"11,650,511,876,512,900,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
616070765,3321780
W016075129,3313963
306070339,134464
CX47346770,70252
CX47347863,15276010
CX47348726,88443
W016078412,8186587
6891601000,"1,535,597,115,406,990"
1616070679/普00871189,14819946
1616070918/500016773,15193972
W016071902,"129,040,151,021,122,000,000,000,000"
A716070379/17830674,3365254
316072567,14792856
1616070178/79213733,"14,938,903,150,469,400,000,000,000,000,000"
W016075066,"1031662,11596589,12990587,134769,134853,134854,134859,134862,134867,134906,134954,135356,135492,135503,135563,135789,135819,135820,135821,135824,14250606,1433813,15021876,1697,1698,1698791,1755,2206869,232022,2481016,26001,2926068,3000071,3216486,3224887,3245378,3245629,3249419,3315585,3316309,3316310,3318349,3327514,3336149,3342484,3411261,4596587,70127,70128,70298,70449,70450,70509,87118,87120,87950,88411,88443,88447,88475,88480,88622,88623,88676"
2316070217,"1,293,703,216,715"
CX48010601,"70,135,907,534,587"
6A01600556,15542991
3811600117,"1,489,086,715,084,070"
216076423,"32,043,253,417,453"
306071673,15151351
1616070070,6517622
2316072121,14401737
CX48011926,3392642
216075918,14191662
W016071670,"220,544,722,075,312,000,000"
316073534,15079028
W016077151,2205615
216076858,2920073
216071412,13073589
A716070279/17661822,14323737
O516070664,150797
W016077643,88357
W016075204,15372098
316073290,"1,350,923,246,369"
216076979,2835068
216077131,4547588
316071366,3333162
P516070081,"1,478,221,015,189,010"
616070324,15123071
W016079136,70841
W016077459,3393803
W016070214,5339587
306070274,"1,465,573,914,801,120"
W016075564,14924049
316079187,"1,506,499,632,161,360,000,000"
316072426,15220033
316075885,"1,476,193,114,813,570"
216070094,3430323
216077326,3223030
216072502,15408984
616070671,"14,091,474,485,215,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
216073577,"14,980,121,152,200,100,000,000,000,000,000,000,000"
1616070293/79213872,"1,545,214,015,455,980"
216071238,4709595
216072213,"1,142,558,714,676,740,000,000,000,000,000"
W016075997,3325022
CX47346275,15279962
316079892,3341914
CX47348644,14564707
K516070197,15189014
W016076995,3340230
W016078358,3343376
CX48010661,"1,481,392,632,242,900,000,000"
W016078944,"1,092,658,814,840,980"
W016078604,149737
316073129,"144,997,832,248,081"
W016075779,142658
W016078800,135828
W016077094,134744
W016074993,14683901
W016070828,3399776
W016075059,"149,268,923,241,697"
6811600239,15648999
216073602,"1,242,458,732,057,040,000,000"
216074420,"130,177,114,564,111,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
316070649,2388023
216072934,3239599
W016076510,15465960
1616070362/79213920,15157064
216074720,2667021
316070203,8877594
W016072625,3393251
1616070638/88761270,"1,520,697,115,312,000"
216070683,"12,686,591,130,909,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
216073285,88411
316078492,15047911
216077076,87692
W016076852,"1,092,658,814,840,980"
W016068708,"129,526,143,195,143,000"
A716070588,"141,999,891,458,372,000,000,000"
616070124,3324579
316077673,"133,023,134,573,134,000"
E216070002,3306070
216076535,141316
316077117,3345153
316077756,"14,347,888,223"
216070843,"324,183,270,066"
216076205,"1,748,332,616,770,510"
1616070691/普00871190,14790349
CX47346200,9337587
316070999,1716
216070059,193505
316076238,15070872
316073121,14675695
1616070396/79213946,"15,140,964,151,660,000,000,000,000,000,000"
6F01600254,"1,532,307,415,423,960"
W016076919,2207452
A716070563,"7,058,987,496"
CX47346047,2944068
316075680,229544
1616070168,15471068
CX48010510,"145,007,333,224,710,000,000,000,000,000,000,000"
216073904,"1,416,059,314,305,750,000,000,000,000,000,000,000,000,000,000,000,000,000"
CX48011720,"1,451,205,814,512,080,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
216075316,"146,779,001,518,297,000,000,000,000,000"
306070271,14863010
CX48010506,3374580
216071833,3338470
216070422,3338974
316077139,15230124
6861600365,"1,506,486,815,323,070"
6I01600595,15404968
216077884,"1,228,159,812,281,600,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
216073325,11215587
1916070131,15157064
316075758,"1,455,874,215,221,030"
216075897,3365652
216072530,13963589
1616071542/88761855,14534724
316078335,132650
CX47345635,14923899
W016074694,3204328
306071391,"143,630,147,109,701,000,000,000,000,000,000,000,000,000,000,000,000"
316070231,"17,084,709,595"
W016072262,3248583
O516070183,146693
W016071312,3421383
5416070269,15189014
2316071244,"13,547,314,099,134,100,000,000,000"
CX47346238,"254,304,126,020,243,000,000"
6871600719,"15,352,010,153,999,900,000,000,000,000,000"
W016071066,2206869
316079188,"150,063,281,524,218,000,000,000"
W016070101,"14,374,734,235,023,700,000"
W016072572,3238644
W016070273,134717
CX48010414,1237
616070908,15207971
6831600704,"150,639,421,530,606,000,000,000,000,000,000,000,000,000,000,000"
306070853,14813877
W016074444,14771836
316073557,14973145
6821600312,15286972
316079175,14670774
216072199,3336615
W016078785,4709634
W016070605,3344508
316079121,14719319
216071712,"134625,134739,134853,134866,134870,134872,134906,13491589,134948,135051,135353,135491,135492,135493,135494,135495,135496,135497,135498,135499,135501,135502,135503,135504,135505,135507,135508,135509,135510,135514,135515,135789,135835,136205,14204632,14208663,14208667,14208671,14208676,14208679,14208681,14208699,14250606,14264731,14322732,14387723,14403735,14492732,14681936,14713848,14742996,14827177,14835905,14856877,14867991,14883083,14908665,14914915,14915873,15002748,15002749,15002756,15002758,15002797,15021864,15021876,15024925,1537795,15453059,1589785,1697,1755,183078,2100794,2146794,233239,26001,2895070,3037074,3205339,3206107,3216193,3216486,3217415,3242295,3243305,3244353,3244359,3244365,3250356,3306876,3328543,3328611,3335162,3336149,3344437,3365652,3369591,3370545,3372597,3389884,3399608,3400499,3409602,3430031,3772606,70017,70449,70509,71502,761495,7793587,8122587,8238587,87118,87947,88411,88442,88443,88444,88446,88563,88622,88623,88675,88676,88677,9524589"
2316071343,154044
1616070433/79213972,15274998
316079913,"13,302,015,200,123,300,000,000,000"
216077072,14427725
W016075407,129462
316075707,"16,357,923,188,369"
216072762,"33,332,833,417,470"
CX47348251,134852
A716070553,134628
W016075039,1756
W016074457,2623030
316071463,4421600
1616070620/88761251,"14,310,766,150,460,300,000,000,000,000,000,000,000,000,000,000,000,000,000"
6E01600553,14998055
216073810,14816056
316071533,"1,321,359,214,710,440,000,000,000,000,000,000,000,000,000,000"
CX47346018,3216922
A716070147/10930404,13001587
W016074265,14816961
316073713,138638
216072645,87945
CX47347409,15170971
CX47348769,3401856
316078276,14714843
2316072020,118135
6861600375,"1,528,099,015,286,970"
CX47345269,3365271
3811600125,15383186
216071885,135888
W016075250,150002
316075898,14771957
W016078283,15192169
616070329,1372777
D616070205,15173958
W016078356,1707
W016076870,14989133
W016074917,2466042
W016079015,"11,693,816,972,300,400,000,000,000,000"
216073204,"106,115,871,360,788,000,000,000,000,000,000,000"
216077426,"1,531,312,332,232,590,000,000"
6B01600303,14790248
1616071705/88764210,15047904
316073961,14578765
3811600138,"14,313,745,149,345,200,000,000"
1616071748,15436269
CX47346088,"1,698,704,477,044,980,000"
316074838,"1,524,241,415,247,000"
W016076518,149987
2316070730,"337,438,033,795,073,000,000"
CX47347437,"125,886,051,427,086,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
306070091,15187112
3416070139,"147,668,781,547,204,000,000,000"
216073416,"1,228,159,812,281,600,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
CX47346410,15140213
216073658,14566128
CX48010494,3223014
216078185,14863021
W016074748,2191799
W016074309,70509
CX47346937,15586982
316073791,26001
W016070644,14727971
216073866,15260959
2316072078,"13,552,922,099,218,800,000,000"
6891600922,"147,358,521,522,513,000,000,000"
6I01600652,"148,459,911,533,600,000,000,000"
316070108,"134,580,134,625,136,000,000,000,000,000"
316075294,14721879
316073481,"1,230,861,231,381,260,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
K516070298,15189014
316077845,"13,422,870,099"
O516070008,70072
316074776,"1,493,513,415,029,990"
316072780,"3,223,014,330,632,080,000"
1916070022,15403970
B516070295/01839240,"1,422,961,466,521,470,000,000,000,000,000,000,000,000,000,000,000,000,000"
316077490,126993
W016073579,"148,478,961,514,399,000,000,000,000,000"
CX47345270,"126,078,126,542,183,000"
CX47346361,15331064
W016072006,2205338
1616071548/88761861,"149,522,341,501,649,000,000,000,000,000,000,000,000,000,000,000"
W016073315,6769602
2316071344,14543750
CX47346757,"1,431,321,436,411,490,000,000,000"
W016076407,87141
6861600410,"1,491,904,415,461,980"
W016072873,145583
W016078029,15049998
5416070155,15189014
306071570,14883033
316075710,14733990
1616070277,"1,524,599,715,363,960"
216072925,1301769
216070692,15017113
O516070799,2859077
W016077984,2252025
316070962,140595
CX48010229,3246369
316076097,"133,402,134,857,470,000,000,000"
316078411,133769
W016078039,135395
216077860,"1,505,102,270,447"
316076568,70099
216073143,70419
216070949,14372724
316077268,"147,658,871,483,492,000,000,000,000,000"
316079749,"1,475,220,114,760,940"
A716070256/17830783,2895097
CX47346646,14518733
216073345,15230124
306070619,15220033
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
